term_str,n,p,i,n_chars,max_pos
till,2,2.608684310068217e-05,15.226318107458804,4,NN
browse,2,2.608684310068217e-05,15.226318107458804,6,NNP
governs,2,2.608684310068217e-05,15.226318107458804,7,NNS
interstate,2,2.608684310068217e-05,15.226318107458804,10,NNP
livingston,2,2.608684310068217e-05,15.226318107458804,10,NNP
downspout,2,2.608684310068217e-05,15.226318107458804,9,NNP
visions,2,2.608684310068217e-05,15.226318107458804,7,NNS
bronzehorses,2,2.608684310068217e-05,15.226318107458804,12,NNS
lawson,2,2.608684310068217e-05,15.226318107458804,6,NNP
flywheels,2,2.608684310068217e-05,15.226318107458804,9,NNS
rods,2,2.608684310068217e-05,15.226318107458804,4,NNS
extender,2,2.608684310068217e-05,15.226318107458804,8,NNP
mehl,2,2.608684310068217e-05,15.226318107458804,4,NNP
specialized,2,2.608684310068217e-05,15.226318107458804,11,NNP
entitlement,2,2.608684310068217e-05,15.226318107458804,11,NN
façade,2,2.608684310068217e-05,15.226318107458804,6,NNP
entries,2,2.608684310068217e-05,15.226318107458804,7,NNS
dark,2,2.608684310068217e-05,15.226318107458804,4,NNP
chasing,2,2.608684310068217e-05,15.226318107458804,7,NN
investor,2,2.608684310068217e-05,15.226318107458804,8,NN
escoto,2,2.608684310068217e-05,15.226318107458804,6,NNP
branch,2,2.608684310068217e-05,15.226318107458804,6,NNP
diamond,2,2.608684310068217e-05,15.226318107458804,7,NN
bulkheads,2,2.608684310068217e-05,15.226318107458804,9,NNS
houstoun,2,2.608684310068217e-05,15.226318107458804,8,NNP
extruded,2,2.608684310068217e-05,15.226318107458804,8,NNP
helpcenter,2,2.608684310068217e-05,15.226318107458804,10,NNP
filling,2,2.608684310068217e-05,15.226318107458804,7,NN
depths,2,2.608684310068217e-05,15.226318107458804,6,NNS
eye,2,2.608684310068217e-05,15.226318107458804,3,NN
fig,2,2.608684310068217e-05,15.226318107458804,3,NNP
forward,2,2.608684310068217e-05,15.226318107458804,7,NN
pays,2,2.608684310068217e-05,15.226318107458804,4,NNS
polyurethane,2,2.608684310068217e-05,15.226318107458804,12,NN
guys,2,2.608684310068217e-05,15.226318107458804,4,NNS
kent,2,2.608684310068217e-05,15.226318107458804,4,NNP
locate,2,2.608684310068217e-05,15.226318107458804,6,NNP
alternate,2,2.608684310068217e-05,15.226318107458804,9,NN
contactinfo,2,2.608684310068217e-05,15.226318107458804,11,NNP
ullberg,2,2.608684310068217e-05,15.226318107458804,7,NNP
allowing,2,2.608684310068217e-05,15.226318107458804,8,NNP
ourcommitment,2,2.608684310068217e-05,15.226318107458804,13,NNP
suggested,2,2.608684310068217e-05,15.226318107458804,9,NNP
economic,2,2.608684310068217e-05,15.226318107458804,8,NNP
gutter,2,2.608684310068217e-05,15.226318107458804,6,NN
stucco,2,2.608684310068217e-05,15.226318107458804,6,NN
finished,2,2.608684310068217e-05,15.226318107458804,8,NNP
montgomery,2,2.608684310068217e-05,15.226318107458804,10,NNP
hello,2,2.608684310068217e-05,15.226318107458804,5,NNP
want,2,2.608684310068217e-05,15.226318107458804,4,NNP
diesel,2,2.608684310068217e-05,15.226318107458804,6,NN
voice,2,2.608684310068217e-05,15.226318107458804,5,NN
irish,2,2.608684310068217e-05,15.226318107458804,5,NNP
lots,2,2.608684310068217e-05,15.226318107458804,4,NNS
edition,2,2.608684310068217e-05,15.226318107458804,7,NN
scotland,2,2.608684310068217e-05,15.226318107458804,8,NNP
hinge,2,2.608684310068217e-05,15.226318107458804,5,NN
munitions,2,2.608684310068217e-05,15.226318107458804,9,NNP
notes,2,2.608684310068217e-05,15.226318107458804,5,NNP
connectors,2,2.608684310068217e-05,15.226318107458804,10,NNS
axor,2,2.608684310068217e-05,15.226318107458804,4,NNP
flap,2,2.608684310068217e-05,15.226318107458804,4,NN
grafton,2,2.608684310068217e-05,15.226318107458804,7,NNP
guardian,2,2.608684310068217e-05,15.226318107458804,8,NNP
fitment,2,2.608684310068217e-05,15.226318107458804,7,NN
smoothness,2,2.608684310068217e-05,15.226318107458804,10,NN
central,2,2.608684310068217e-05,15.226318107458804,7,NNP
frech,2,2.608684310068217e-05,15.226318107458804,5,NNP
holders,2,2.608684310068217e-05,15.226318107458804,7,NNS
riverside,2,2.608684310068217e-05,15.226318107458804,9,NNP
wires,2,2.608684310068217e-05,15.226318107458804,5,NNS
potato,2,2.608684310068217e-05,15.226318107458804,6,NNP
blow,2,2.608684310068217e-05,15.226318107458804,4,NNP
cadcam,2,2.608684310068217e-05,15.226318107458804,6,NNP
usfor,2,2.608684310068217e-05,15.226318107458804,5,NNP
uponor,2,2.608684310068217e-05,15.226318107458804,6,NNP
mirolin,2,2.608684310068217e-05,15.226318107458804,7,NNP
icsc,2,2.608684310068217e-05,15.226318107458804,4,NNP
conrods,2,2.608684310068217e-05,15.226318107458804,7,NNS
kindred,2,2.608684310068217e-05,15.226318107458804,7,NNP
hansgrohe,2,2.608684310068217e-05,15.226318107458804,9,NNP
archive,2,2.608684310068217e-05,15.226318107458804,7,NNP
fernco,2,2.608684310068217e-05,15.226318107458804,6,NNP
seecontact,2,2.608684310068217e-05,15.226318107458804,10,NN
petrochemical,2,2.608684310068217e-05,15.226318107458804,13,NN
modelling,2,2.608684310068217e-05,15.226318107458804,9,NN
channel,2,2.608684310068217e-05,15.226318107458804,7,NN
refining,2,2.608684310068217e-05,15.226318107458804,8,NN
convenient,2,2.608684310068217e-05,15.226318107458804,10,NN
contrac,2,2.608684310068217e-05,15.226318107458804,7,NNP
jack,2,2.608684310068217e-05,15.226318107458804,4,NN
brizo,2,2.608684310068217e-05,15.226318107458804,5,NNP
brasscraft,2,2.608684310068217e-05,15.226318107458804,10,NNP
famine,2,2.608684310068217e-05,15.226318107458804,6,NNP
copings,2,2.608684310068217e-05,15.226318107458804,7,NNS
thursday,2,2.608684310068217e-05,15.226318107458804,8,NNP
ads,2,2.608684310068217e-05,15.226318107458804,3,NNS
promises,2,2.608684310068217e-05,15.226318107458804,8,NNP
winches,2,2.608684310068217e-05,15.226318107458804,7,NNS
elkhart,2,2.608684310068217e-05,15.226318107458804,7,NNP
zealanders,2,2.608684310068217e-05,15.226318107458804,10,NNS
davits,2,2.608684310068217e-05,15.226318107458804,6,NNS
dunkirk,2,2.608684310068217e-05,15.226318107458804,7,NNP
miningstacker,2,2.608684310068217e-05,15.226318107458804,13,NNP
reclaimers,2,2.608684310068217e-05,15.226318107458804,10,NNS
tunnel,2,2.608684310068217e-05,15.226318107458804,6,NN
wa,2,2.608684310068217e-05,15.226318107458804,2,NNP
province,2,2.608684310068217e-05,15.226318107458804,8,NN
submitreset,2,2.608684310068217e-05,15.226318107458804,11,NNP
auburn,2,2.608684310068217e-05,15.226318107458804,6,NNP
collect,2,2.608684310068217e-05,15.226318107458804,7,NNP
jurisdiction,2,2.608684310068217e-05,15.226318107458804,12,NN
hash,2,2.608684310068217e-05,15.226318107458804,4,NN
primus,2,2.608684310068217e-05,15.226318107458804,6,NNP
context,2,2.608684310068217e-05,15.226318107458804,7,NN
victor,2,2.608684310068217e-05,15.226318107458804,6,NNP
industryforest,2,2.608684310068217e-05,15.226318107458804,14,NNP
exif,2,2.608684310068217e-05,15.226318107458804,4,NNP
onboard,2,2.608684310068217e-05,15.226318107458804,7,NN
salty,2,2.608684310068217e-05,15.226318107458804,5,NN
hartford,2,2.608684310068217e-05,15.226318107458804,8,NNP
offshorehigh,2,2.608684310068217e-05,15.226318107458804,12,NNP
negates,2,2.608684310068217e-05,15.226318107458804,7,NNS
disclaims,2,2.608684310068217e-05,15.226318107458804,9,NNS
medicalslewing,2,2.608684310068217e-05,15.226318107458804,14,NNP
interactions,2,2.608684310068217e-05,15.226318107458804,12,NNS
rotating,2,2.608684310068217e-05,15.226318107458804,8,NN
anecoïd,2,2.608684310068217e-05,15.226318107458804,7,NN
rolling,2,2.608684310068217e-05,15.226318107458804,7,NN
fishing,2,2.608684310068217e-05,15.226318107458804,7,NN
outdoors,2,2.608684310068217e-05,15.226318107458804,8,NNPS
certainty,2,2.608684310068217e-05,15.226318107458804,9,NN
tailor,2,2.608684310068217e-05,15.226318107458804,6,NN
worksthe,2,2.608684310068217e-05,15.226318107458804,8,NNP
cranesbecause,2,2.608684310068217e-05,15.226318107458804,13,NNP
portions,2,2.608684310068217e-05,15.226318107458804,8,NNS
bottling,2,2.608684310068217e-05,15.226318107458804,8,NNP
landscapes,2,2.608684310068217e-05,15.226318107458804,10,NNP
bottles,2,2.608684310068217e-05,15.226318107458804,7,NNS
assembling,2,2.608684310068217e-05,15.226318107458804,10,NN
towns,2,2.608684310068217e-05,15.226318107458804,5,NNS
forests,2,2.608684310068217e-05,15.226318107458804,7,NNS
handlingthe,2,2.608684310068217e-05,15.226318107458804,11,NNP
roadhereford,2,2.608684310068217e-05,15.226318107458804,12,NNP
seized,2,2.608684310068217e-05,15.226318107458804,6,NNP
european,2,2.608684310068217e-05,15.226318107458804,8,NNP
bronzefine,2,2.608684310068217e-05,15.226318107458804,10,NNP
byanthony,2,2.608684310068217e-05,15.226318107458804,9,NN
replaces,2,2.608684310068217e-05,15.226318107458804,8,NNP
trams,2,2.608684310068217e-05,15.226318107458804,5,NNS
industryrollix,2,2.608684310068217e-05,15.226318107458804,14,NNP
programing,2,2.608684310068217e-05,15.226318107458804,10,NNP
behaves,2,2.608684310068217e-05,15.226318107458804,7,NNS
precautions,2,2.608684310068217e-05,15.226318107458804,11,NNS
libraries,2,2.608684310068217e-05,15.226318107458804,9,NNS
waunarlwydd,2,2.608684310068217e-05,15.226318107458804,11,NNP
clearance,2,2.608684310068217e-05,15.226318107458804,9,NN
metadata,2,2.608684310068217e-05,15.226318107458804,8,NNS
moderation,2,2.608684310068217e-05,15.226318107458804,10,NN
spam,2,2.608684310068217e-05,15.226318107458804,4,NN
toronto,2,2.608684310068217e-05,15.226318107458804,7,NN
ugine,2,2.608684310068217e-05,15.226318107458804,5,NNP
correct,2,2.608684310068217e-05,15.226318107458804,7,NN
divider,2,2.608684310068217e-05,15.226318107458804,7,NN
planes,2,2.608684310068217e-05,15.226318107458804,6,NNS
functioning,2,2.608684310068217e-05,15.226318107458804,11,NN
dc,2,2.608684310068217e-05,15.226318107458804,2,NN
braking,2,2.608684310068217e-05,15.226318107458804,7,NN
verification,2,2.608684310068217e-05,15.226318107458804,12,NN
gps,2,2.608684310068217e-05,15.226318107458804,3,NNP
maching,2,2.608684310068217e-05,15.226318107458804,7,NNP
holmer,2,2.608684310068217e-05,15.226318107458804,6,NNP
defencethe,2,2.608684310068217e-05,15.226318107458804,10,NNP
transportthe,2,2.608684310068217e-05,15.226318107458804,12,NNP
bogie,2,2.608684310068217e-05,15.226318107458804,5,NN
employers,2,2.608684310068217e-05,15.226318107458804,9,NNS
surpass,2,2.608684310068217e-05,15.226318107458804,7,NN
accepts,2,2.608684310068217e-05,15.226318107458804,7,NNS
tustin,2,2.608684310068217e-05,15.226318107458804,6,NN
carriage,2,2.608684310068217e-05,15.226318107458804,8,NN
articulation,2,2.608684310068217e-05,15.226318107458804,12,NN
issa,2,2.608684310068217e-05,15.226318107458804,4,NNP
sms,2,2.608684310068217e-05,15.226318107458804,3,NNP
contaminants,2,2.608684310068217e-05,15.226318107458804,12,NNS
salt,2,2.608684310068217e-05,15.226318107458804,4,NN
rain,2,2.608684310068217e-05,15.226318107458804,4,NN
mud,2,2.608684310068217e-05,15.226318107458804,3,NN
gender,2,2.608684310068217e-05,15.226318107458804,6,NN
billets,2,2.608684310068217e-05,15.226318107458804,7,NNS
productos,2,2.608684310068217e-05,15.226318107458804,9,NNP
cusp,2,2.608684310068217e-05,15.226318107458804,4,NNP
displacement,2,2.608684310068217e-05,15.226318107458804,12,NN
blankenship,2,2.608684310068217e-05,15.226318107458804,11,NNP
squares,2,2.608684310068217e-05,15.226318107458804,7,NNS
thedie,2,2.608684310068217e-05,15.226318107458804,6,NNP
rectangles,2,2.608684310068217e-05,15.226318107458804,10,NNS
warfare,2,2.608684310068217e-05,15.226318107458804,7,NN
aeroventuresusa,2,2.608684310068217e-05,15.226318107458804,15,NN
sludge,2,2.608684310068217e-05,15.226318107458804,6,NN
streetgeneva,2,2.608684310068217e-05,15.226318107458804,12,NNP
biscuits,2,2.608684310068217e-05,15.226318107458804,8,NNS
drivebeaver,2,2.608684310068217e-05,15.226318107458804,11,NNP
inert,2,2.608684310068217e-05,15.226318107458804,5,NN
footage,2,2.608684310068217e-05,15.226318107458804,7,NN
rounds,2,2.608684310068217e-05,15.226318107458804,6,NNS
active,2,2.608684310068217e-05,15.226318107458804,6,NNP
groundbreaking,2,2.608684310068217e-05,15.226318107458804,14,NN
maquinados,2,2.608684310068217e-05,15.226318107458804,10,NNP
subscrcribe,2,2.608684310068217e-05,15.226318107458804,11,NNP
concert,2,2.608684310068217e-05,15.226318107458804,7,NN
upon,2,2.608684310068217e-05,15.226318107458804,4,NN
fe,2,2.608684310068217e-05,15.226318107458804,2,NNP
priming,2,2.608684310068217e-05,15.226318107458804,7,NN
faa,2,2.608684310068217e-05,15.226318107458804,3,NNP
named,2,2.608684310068217e-05,15.226318107458804,5,NNP
surveillance,2,2.608684310068217e-05,15.226318107458804,12,NN
primary,2,2.608684310068217e-05,15.226318107458804,7,NN
casalino,2,2.608684310068217e-05,15.226318107458804,8,NNP
formal,2,2.608684310068217e-05,15.226318107458804,6,NNP
japan,2,2.608684310068217e-05,15.226318107458804,5,NNP
hydrant,2,2.608684310068217e-05,15.226318107458804,7,NN
split,2,2.608684310068217e-05,15.226318107458804,5,NNP
compare,2,2.608684310068217e-05,15.226318107458804,7,NNP
junction,2,2.608684310068217e-05,15.226318107458804,8,NN
developing,2,2.608684310068217e-05,15.226318107458804,10,NN
remote,2,2.608684310068217e-05,15.226318107458804,6,NNP
jam,2,2.608684310068217e-05,15.226318107458804,3,NNP
purchases,2,2.608684310068217e-05,15.226318107458804,9,NNS
ysinterizados,2,2.608684310068217e-05,15.226318107458804,13,NNP
september,2,2.608684310068217e-05,15.226318107458804,9,NNP
attempt,2,2.608684310068217e-05,15.226318107458804,7,NN
europevia,2,2.608684310068217e-05,15.226318107458804,9,NNP
santa,2,2.608684310068217e-05,15.226318107458804,5,NNP
catarina,2,2.608684310068217e-05,15.226318107458804,8,NNP
submarine,2,2.608684310068217e-05,15.226318107458804,9,NN
nuevo,2,2.608684310068217e-05,15.226318107458804,5,NNP
león,2,2.608684310068217e-05,15.226318107458804,4,NNP
bodily,2,2.608684310068217e-05,15.226318107458804,6,NNP
bins,2,2.608684310068217e-05,15.226318107458804,4,NNS
pinerolo,2,2.608684310068217e-05,15.226318107458804,8,NNP
arizona,2,2.608684310068217e-05,15.226318107458804,7,NNP
torino,2,2.608684310068217e-05,15.226318107458804,6,NNP
competencies,2,2.608684310068217e-05,15.226318107458804,12,NNS
household,2,2.608684310068217e-05,15.226318107458804,9,NN
freight,2,2.608684310068217e-05,15.226318107458804,7,NN
tianjiao,2,2.608684310068217e-05,15.226318107458804,8,NNP
lingang,2,2.608684310068217e-05,15.226318107458804,7,NNP
pudong,2,2.608684310068217e-05,15.226318107458804,6,NNP
garcía,2,2.608684310068217e-05,15.226318107458804,6,NNP
villa,2,2.608684310068217e-05,15.226318107458804,5,NNP
stresses,2,2.608684310068217e-05,15.226318107458804,8,NNS
municipality,2,2.608684310068217e-05,15.226318107458804,12,NN
compositions,2,2.608684310068217e-05,15.226318107458804,12,NNS
sun,2,2.608684310068217e-05,15.226318107458804,3,NN
left,2,2.608684310068217e-05,15.226318107458804,4,NN
bells,2,2.608684310068217e-05,15.226318107458804,5,NNP
mayor,2,2.608684310068217e-05,15.226318107458804,5,NNP
audrain,2,2.608684310068217e-05,15.226318107458804,7,NNP
méxico,2,2.608684310068217e-05,15.226318107458804,6,NNP
rl,2,2.608684310068217e-05,15.226318107458804,2,NNP
carretera,2,2.608684310068217e-05,15.226318107458804,9,NNP
overlay,2,2.608684310068217e-05,15.226318107458804,7,NN
radial,2,2.608684310068217e-05,15.226318107458804,6,NN
corps,2,2.608684310068217e-05,15.226318107458804,5,NN
armoured,2,2.608684310068217e-05,15.226318107458804,8,NNP
ourservices,2,2.608684310068217e-05,15.226318107458804,11,NNP
port,2,2.608684310068217e-05,15.226318107458804,4,NN
cv,2,2.608684310068217e-05,15.226318107458804,2,NNP
speciality,2,2.608684310068217e-05,15.226318107458804,10,NNP
edges,2,2.608684310068217e-05,15.226318107458804,5,NNS
kgs,2,2.608684310068217e-05,15.226318107458804,3,NN
png,2,2.608684310068217e-05,15.226318107458804,3,NN
points,2,2.608684310068217e-05,15.226318107458804,6,NNS
shipbuilding,2,2.608684310068217e-05,15.226318107458804,12,NN
halves,2,2.608684310068217e-05,15.226318107458804,6,NNS
fermi,2,2.608684310068217e-05,15.226318107458804,5,NNP
surrounding,2,2.608684310068217e-05,15.226318107458804,11,NN
proper,2,2.608684310068217e-05,15.226318107458804,6,NNP
contamination,2,2.608684310068217e-05,15.226318107458804,13,NN
siting,2,2.608684310068217e-05,15.226318107458804,6,NNP
drainfields,2,2.608684310068217e-05,15.226318107458804,11,NNS
clarifier,2,2.608684310068217e-05,15.226318107458804,9,NN
richey,2,2.608684310068217e-05,15.226318107458804,6,NNP
domestic,2,2.608684310068217e-05,15.226318107458804,8,NNP
settling,2,2.608684310068217e-05,15.226318107458804,8,NN
consulting,2,2.608684310068217e-05,15.226318107458804,10,NNP
advisors,2,2.608684310068217e-05,15.226318107458804,8,NNS
raytheon,2,2.608684310068217e-05,15.226318107458804,8,NNP
honeywell,2,2.608684310068217e-05,15.226318107458804,9,NNP
bed,2,2.608684310068217e-05,15.226318107458804,3,NN
fulfillment,2,2.608684310068217e-05,15.226318107458804,11,NN
trench,2,2.608684310068217e-05,15.226318107458804,6,NN
gain,2,2.608684310068217e-05,15.226318107458804,4,NN
blocksare,2,2.608684310068217e-05,15.226318107458804,9,NN
based,2,2.608684310068217e-05,15.226318107458804,5,NNP
solidifies,2,2.608684310068217e-05,15.226318107458804,10,NNS
whitney,2,2.608684310068217e-05,15.226318107458804,7,NNP
rim,2,2.608684310068217e-05,15.226318107458804,3,NNP
silica,2,2.608684310068217e-05,15.226318107458804,6,NN
ealp,2,2.608684310068217e-05,15.226318107458804,4,NN
aire,2,2.608684310068217e-05,15.226318107458804,4,NNP
arff,2,2.608684310068217e-05,15.226318107458804,4,NNP
operational,2,2.608684310068217e-05,15.226318107458804,11,NNP
argon,2,2.608684310068217e-05,15.226318107458804,5,NNP
dozen,2,2.608684310068217e-05,15.226318107458804,5,NN
incursion,2,2.608684310068217e-05,15.226318107458804,9,NNP
destination,2,2.608684310068217e-05,15.226318107458804,11,NN
pratt,2,2.608684310068217e-05,15.226318107458804,5,NNP
stringent,2,2.608684310068217e-05,15.226318107458804,9,NN
electromagnets,2,2.608684310068217e-05,15.226318107458804,14,NNS
frequently,2,2.608684310068217e-05,15.226318107458804,10,NNP
hanel,2,2.608684310068217e-05,15.226318107458804,5,NNP
projection,2,2.608684310068217e-05,15.226318107458804,10,NN
slope,2,2.608684310068217e-05,15.226318107458804,5,NNP
overhaul,2,2.608684310068217e-05,15.226318107458804,8,NN
suitability,2,2.608684310068217e-05,15.226318107458804,11,NN
grower,2,2.608684310068217e-05,15.226318107458804,6,NN
gs,2,2.608684310068217e-05,15.226318107458804,2,NNP
transverse,2,2.608684310068217e-05,15.226318107458804,10,NNP
mro,2,2.608684310068217e-05,15.226318107458804,3,NNP
citymagnetinc,2,2.608684310068217e-05,15.226318107458804,13,NN
glide,2,2.608684310068217e-05,15.226318107458804,5,NNP
zirconium,2,2.608684310068217e-05,15.226318107458804,9,NN
rvr,2,2.608684310068217e-05,15.226318107458804,3,NNP
shelters,2,2.608684310068217e-05,15.226318107458804,8,NNS
hydrants,2,2.608684310068217e-05,15.226318107458804,8,NNS
passenger,2,2.608684310068217e-05,15.226318107458804,9,NN
railway,2,2.608684310068217e-05,15.226318107458804,7,NN
bank,2,2.608684310068217e-05,15.226318107458804,4,NN
contacting,2,2.608684310068217e-05,15.226318107458804,10,NNP
obligation,2,2.608684310068217e-05,15.226318107458804,10,NN
outreach,2,2.608684310068217e-05,15.226318107458804,8,NN
sunset,2,2.608684310068217e-05,15.226318107458804,6,NN
technician,2,2.608684310068217e-05,15.226318107458804,10,NNP
feedstock,2,2.608684310068217e-05,15.226318107458804,9,NN
superconducting,2,2.608684310068217e-05,15.226318107458804,15,NN
profound,2,2.608684310068217e-05,15.226318107458804,8,NN
tceq,2,2.608684310068217e-05,15.226318107458804,4,NN
observations,2,2.608684310068217e-05,15.226318107458804,12,NNS
pan,2,2.608684310068217e-05,15.226318107458804,3,NN
feeder,2,2.608684310068217e-05,15.226318107458804,6,NN
malsr,2,2.608684310068217e-05,15.226318107458804,5,NNP
toairport,2,2.608684310068217e-05,15.226318107458804,9,NN
ourairfield,2,2.608684310068217e-05,15.226318107458804,11,NNP
barriers,2,2.608684310068217e-05,15.226318107458804,8,NNS
worker,2,2.608684310068217e-05,15.226318107458804,6,NN
html,2,2.608684310068217e-05,15.226318107458804,4,NN
unity,2,2.608684310068217e-05,15.226318107458804,5,NN
alsf,2,2.608684310068217e-05,15.226318107458804,4,NNP
bulge,2,2.608684310068217e-05,15.226318107458804,5,NNP
hydroforming,2,2.608684310068217e-05,15.226318107458804,12,NNP
coreboxes,2,2.608684310068217e-05,15.226318107458804,9,NNS
peoples,2,2.608684310068217e-05,15.226318107458804,7,NNPS
chips,2,2.608684310068217e-05,15.226318107458804,5,NNS
centerline,2,2.608684310068217e-05,15.226318107458804,10,NN
professor,2,2.608684310068217e-05,15.226318107458804,9,NN
digging,2,2.608684310068217e-05,15.226318107458804,7,NN
asymmetrical,2,2.608684310068217e-05,15.226318107458804,12,NNP
mountains,2,2.608684310068217e-05,15.226318107458804,9,NNPS
counts,2,2.608684310068217e-05,15.226318107458804,6,NNS
symmetrical,2,2.608684310068217e-05,15.226318107458804,11,NNP
pigs,2,2.608684310068217e-05,15.226318107458804,4,NNS
rof,2,2.608684310068217e-05,15.226318107458804,3,NNP
intent,2,2.608684310068217e-05,15.226318107458804,6,NN
finite,2,2.608684310068217e-05,15.226318107458804,6,NNP
sigma,2,2.608684310068217e-05,15.226318107458804,5,NNP
railroad,2,2.608684310068217e-05,15.226318107458804,8,NN
powdered,2,2.608684310068217e-05,15.226318107458804,8,NNP
spark,2,2.608684310068217e-05,15.226318107458804,5,NN
apparatus,2,2.608684310068217e-05,15.226318107458804,9,NN
six,2,2.608684310068217e-05,15.226318107458804,3,NNP
consists,2,2.608684310068217e-05,15.226318107458804,8,NNS
cdc,2,2.608684310068217e-05,15.226318107458804,3,NNP
representation,2,2.608684310068217e-05,15.226318107458804,14,NN
allowance,2,2.608684310068217e-05,15.226318107458804,9,NN
coefficient,2,2.608684310068217e-05,15.226318107458804,11,NN
southwest,2,2.608684310068217e-05,15.226318107458804,9,NNP
jv,2,2.608684310068217e-05,15.226318107458804,2,NN
whitefoxdefense,2,2.608684310068217e-05,15.226318107458804,15,NN
min,2,2.608684310068217e-05,15.226318107458804,3,NN
americans,2,2.608684310068217e-05,15.226318107458804,9,NNPS
monterrey,2,2.608684310068217e-05,15.226318107458804,9,NNP
outcomes,2,2.608684310068217e-05,15.226318107458804,8,NNS
fiber,2,2.608684310068217e-05,15.226318107458804,5,NNP
irvington,2,2.608684310068217e-05,15.226318107458804,9,NNP
arrangements,2,2.608684310068217e-05,15.226318107458804,12,NNS
pigging,2,2.608684310068217e-05,15.226318107458804,7,NN
microsoft,2,2.608684310068217e-05,15.226318107458804,9,NNP
combiner,2,2.608684310068217e-05,15.226318107458804,8,NN
incorporation,2,2.608684310068217e-05,15.226318107458804,13,NN
thrust,2,2.608684310068217e-05,15.226318107458804,6,NN
bicentennial,2,2.608684310068217e-05,15.226318107458804,12,NNP
floors,2,2.608684310068217e-05,15.226318107458804,6,NNS
celebration,2,2.608684310068217e-05,15.226318107458804,11,NNP
acids,2,2.608684310068217e-05,15.226318107458804,5,NNS
admiralty,2,2.608684310068217e-05,15.226318107458804,9,NNP
enclosures,2,2.608684310068217e-05,15.226318107458804,10,NNS
isostatic,2,2.608684310068217e-05,15.226318107458804,9,NNP
has,2,2.608684310068217e-05,15.226318107458804,3,NNP
moisture,2,2.608684310068217e-05,15.226318107458804,8,NN
worlds,2,2.608684310068217e-05,15.226318107458804,6,NNP
proven,2,2.608684310068217e-05,15.226318107458804,6,NNP
versus,2,2.608684310068217e-05,15.226318107458804,6,NN
hammerless,2,2.608684310068217e-05,15.226318107458804,10,NN
specialization,2,2.608684310068217e-05,15.226318107458804,14,NN
comes,2,2.608684310068217e-05,15.226318107458804,5,NNP
kiln,2,2.608684310068217e-05,15.226318107458804,4,NN
burnout,2,2.608684310068217e-05,15.226318107458804,7,NN
pup,2,2.608684310068217e-05,15.226318107458804,3,NN
drums,2,2.608684310068217e-05,15.226318107458804,5,NNP
decorative,2,2.608684310068217e-05,15.226318107458804,10,NNP
guardrail,2,2.608684310068217e-05,15.226318107458804,9,NN
usml,2,2.608684310068217e-05,15.226318107458804,4,NNP
doug,2,2.608684310068217e-05,15.226318107458804,4,NNP
advocate,2,2.608684310068217e-05,15.226318107458804,8,NN
ferrous,2,2.608684310068217e-05,15.226318107458804,7,NNP
optimization,2,2.608684310068217e-05,15.226318107458804,12,NN
computers,2,2.608684310068217e-05,15.226318107458804,9,NNS
operate,2,2.608684310068217e-05,15.226318107458804,7,NN
slitting,2,2.608684310068217e-05,15.226318107458804,8,NNP
everhart,2,2.608684310068217e-05,15.226318107458804,8,NNP
malaysia,2,2.608684310068217e-05,15.226318107458804,8,NNP
gauges,2,2.608684310068217e-05,15.226318107458804,6,NNS
try,2,2.608684310068217e-05,15.226318107458804,3,NN
supplement,2,2.608684310068217e-05,15.226318107458804,10,NN
mcndigital,2,2.608684310068217e-05,15.226318107458804,10,NNP
love,2,2.608684310068217e-05,15.226318107458804,4,NN
flawless,2,2.608684310068217e-05,15.226318107458804,8,NN
ourselves,2,2.608684310068217e-05,15.226318107458804,9,NNS
pressing,2,2.608684310068217e-05,15.226318107458804,8,NNP
bit,2,2.608684310068217e-05,15.226318107458804,3,NN
create,2,2.608684310068217e-05,15.226318107458804,6,NN
talsma,2,2.608684310068217e-05,15.226318107458804,6,NNP
hormone,2,2.608684310068217e-05,15.226318107458804,7,NNP
reliable,2,2.608684310068217e-05,15.226318107458804,8,NNP
integrated,2,2.608684310068217e-05,15.226318107458804,10,NNP
frequency,2,2.608684310068217e-05,15.226318107458804,9,NN
wrenches,2,2.608684310068217e-05,15.226318107458804,8,NNS
penetration,2,2.608684310068217e-05,15.226318107458804,11,NN
mri,2,2.608684310068217e-05,15.226318107458804,3,NNP
transparent,2,2.608684310068217e-05,15.226318107458804,11,NN
move,2,2.608684310068217e-05,15.226318107458804,4,NN
subtitle,2,2.608684310068217e-05,15.226318107458804,8,NNP
harmony,2,2.608684310068217e-05,15.226318107458804,7,NN
planners,2,2.608684310068217e-05,15.226318107458804,8,NNS
initial,2,2.608684310068217e-05,15.226318107458804,7,NNP
races,2,2.608684310068217e-05,15.226318107458804,5,NNS
grease,2,2.608684310068217e-05,15.226318107458804,6,NN
scholar,2,2.608684310068217e-05,15.226318107458804,7,NNP
vs,2,2.608684310068217e-05,15.226318107458804,2,NN
elongation,2,2.608684310068217e-05,15.226318107458804,10,NN
width,2,2.608684310068217e-05,15.226318107458804,5,NN
assembled,2,2.608684310068217e-05,15.226318107458804,9,NNP
shanghaixinyang,2,2.608684310068217e-05,15.226318107458804,15,NNP
seconds,2,2.608684310068217e-05,15.226318107458804,7,NNS
gongqu,2,2.608684310068217e-05,15.226318107458804,6,NNP
certain,2,2.608684310068217e-05,15.226318107458804,7,NNP
