company_id,link_num,text,characters
614,4,"8760 Xylon Avenue N, Minneapolis MN, 55445 ENVIRONMENTAL INITIATIVES Environmental Sustainability is at the forefront of Technical Plating's Business Technical Plating has several environmentally conscious initiatives in place, these initiatives address all aspects of our business, from our full LED lighting in our offices and plant, to our water reuse and reduction systems, and even our recycling and waste treatment plant, these initiatives and investments help mold our philosophy of operating a high quality, environmentally friendly plating company.  Technical Plating's environmental compliance staff keep an open line of communication with officials from the city, county, state, and the EPA on an ongoing basis to find ways reduce waste, recycle products and metals, and reduce water consumption.  Technical Plating is extremely committed to treating and returning the water from our processes back to the environment cleaner than when it came to our facility through our  flow through water treatment department. This was  designed to meet our specific plating needs and allows us to treat all of our different processes in the same treatment area. The metals in the water are precipitated out, and then dewatered through a filter press and turned into a sludge which is the main waste that we produce. That material is then recycled. Water treatment is monitored to ensure we are in compliance with rules and regulations set by our local and federal regulators. The water treatment operators are well trained, and continue to update their knowledge as the waste industry becomes more advanced. All metal and plating process materials are conflict free as well.  Technical Plating  takes environmental and safety regulations very seriously and will continue to improve our environmental  initiatives and provide our customers with the highest quality plating solutions, which is what TPI is known for. Water Reuse System Technical Plating runs a proprietary Water Reuse System which allows us to recycle the water that is used in our processes. The water treated and is then taken from our waste treatment plant and pumped to several different lines in the plant as an effort to reduce water usage and keep costs down. RoHS Compliance Technical Plating provides RoHS compliant finishes which aims to restrict certain dangerous substances used in electronic and electronic equipment. RoHS compliant parts can be tested for the presence of Lead, Cadmium, Mercury, Hexavalent Chromium, PBB's, and PBDE's. Any RoHS compliant component must have less than 100 ppm of mercury and it must not have been added intentionally to the component. ISO14001:2015 Certification Technical Plating has implemented a Environmental Management System and certified it to ISO14001:2015 Standards. ISO 14001:2015 specifies the requirements for an environmental management system which Technical Plating has and uses to enhance its environmental performance. Technical Plating uses this certification to manage its environmental responsibilities in a systematic manner that contributes to the environmental pillar of sustainability.  ISO 14001:2015 helps Technical Plating achieve the goals of its environmental management system, which provides value for the environment and Technical Plating itself. Copyright © 2022 Technical Plating, Inc. - All Rights Reserved. Plating Solutions... Our Specialty™ 800.700.8760 ",3403
614,5,"8760 Xylon Avenue N, Minneapolis MN, 55445 NEWS & UPDATES Copyright © 2022 Technical Plating, Inc. - All Rights Reserved. Plating Solutions... Our Specialty™ 800.700.8760 ",171
614,6,"8760 Xylon Avenue N, Minneapolis MN, 55445 QUALITY QUALITY AND ATTENTION TO DETAIL IS FIRST AND FOREMOST AT TPI Quality Policy Nadcap Accredited Laboratory Quality Standards We are committed to achieving customer satisfaction by supplying quality metal finishing and services in a timely manner, and at a competitive price. Employees, management, customers, and suppliers working together in a partnership relationship, combining their efforts toward this goal, will accomplish this policy. Quality Standards Nadcap Accredited Laboratory Quality Standards Technical Plating ensures that quality is first and foremost in any process. Being held to the highest standards is the key to success, therefore TPI is accredited to ISO9001:2015, Nadcap AC7004 and AC7108, and even ISO14001 for Environmental Management. Technical Plating is also ITAR Registered and has OEM Approvals in Aerospace, Defense, Telecommunications, and Medical Industries. Nadcap Accredited Laboratory Nadcap Accredited Laboratory Nadcap Accredited Laboratory In addition to the continuous analysis and monitoring of our tanks, Technical Plating has the ability to do the following tests in our Nadcap Accredited Laboratory: XRF ThicknessHumidityWater ImmersionSolderabilityAdhesionTape-TestDestructive BendQuenchMore as Requested Value Added Services Value Added Services Nadcap Accredited Laboratory Technical Plating  also offers several value added services to our list of capabilities in addition to plating, and they include the following: Baking & Heat-Treatment (Certified & Calibrated to AMS 2750F)MaskingGrindingTumbling and Vibratory DeburringPackagingStrippingR&D OpportunitiesPrototype Finishing Value Added Services Inspection and Quality Control Department CERTIFICATIONS & ACCREDITATIONS ISO Certifications ISO Standards are international guidelines and standards used, and audited to control  management practices. Technical Plating is Accredited to: ISO9001:2015 Quality Management StandardISO14001:2015 Environmental Management Standard Nadcap Technical Plating is Accredited to Nadcap Standards. Nadcap (Formerly ""NADCAP - National Aerospace and Defense Contractors Accreditation Program"") is a global cooperative standards program for aerospace engineering, defense, and related industries. The mission of Nadcap is to provide international, unbiased, and independent manufacturing process and product assessments and certification services for the purpose of increasing quality, adding value, reducing total cost, and facilitating relationships between subscribers and suppliers. Technical Plating is Accredited to: AC7004 Aerospace Quality SystemsAC7108 Chemical Processing  ITAR Technical Plating is registered with the International Traffic in Arms Regulations (ITAR), a set of government regulations controlling the export and import of defense-related articles and services on the United States Munitions List (USML). Technical Plating is therefore in compliance with the Arms Export Control Act (AECA) as well. RoHS Technical Plating complies with, and certifies to, the Restriction of Hazardous Substances Directive (RoHS), which restricts the use of six hazardous materials in the manufacturing of various types of electronic and electrical equipment. Copyright © 2022 Technical Plating, Inc. - All Rights Reserved. Plating Solutions... Our Specialty™ 800.700.8760 ",3364
623,0,"ACP’s Vision Appalachian Cast Product’s vision is to be a turn-key option for our customers. This includes cast, trim, machine, and any other value added operations. We strive to supply our customers with a complete component and/or finished goods part. DIE CAST PROCESS CONTROL MONITORING Success in the die casting industry relies on the ability to successfully manage the die casting process. PRE-PLANING AND ENGINEERING The goal of our engineering department is to thoroughly understand our customers’ products, in order to assure that we can develop a tooling process combination that fulfills our customers’ needs. MANUFACTURING INDUSTRIES SERVED Click here to see the industries served Quality Assurance One of the foundations of any successful manufacturing business is a sound system to assure a quality product. In order to satisfy the needs of customers in today’s manufacturing environment, you must have a strong understanding of quality system principles and techniques. The use of quality assurance tools to run your business on a day to day basis must become culturally ingrained within a company. Every member of the team must consistently focus on following the quality system to assure that the customer’s needs and expectations are achieved. Quality Policy We will continually strive for excellence in casting quality through teamwork, training, and an environment which promotes continuous improvement. Our primary goal is customer satisfaction through quality performance and on time deliveries. Quality Objectives: Contact Us Let us know how we can help! Contact APC, LLC. We are committed to providing the best customer service possible. Contact ACP, LLC. If you wish to contact us by e-mail, fax, phone or letter please contact us at:Appalachian Cast Products, Inc.26372 Hillman HighwayAbingdon, VA 24210Phone: 276-619-5080Fax: 276-619-5094 ACP, LLC Capabilities Designed byElegant Themes| Powered byWordPress ",1935
623,1,Building 1 Building 2 Designed byElegant Themes| Powered byWordPress ,69
623,2,"Quality Assurance and Systematic Control – OEE System One of the foundations of any successful manufacturing business is a sound system to assure a quality product. In order to satisfy the needs of customers in today’s manufacturing environment, you must have a strong understanding of quality system principles and techniques. The use of quality assurance tools to run your business on a day to day basis must become culturally ingrained within a company. Every member of the team must consistently focus on following the quality system to assure that the customer’s needs and expectations are achieved. We, as a management team, were directly responsible for the Quality System that was first in the nation, among die casting companies, to be registered as compliant to the ISO 9001-2015 Quality System Standard. However, we recognize that the certification pales in comparison to the benefits that full utilization of these systems offer to a company. We have the knowledge and experience to develop and implement quality systems in the manufacturing environment, that will fully capitalize on these benefits. The successful implementation of any complete quality system requires input and involvement by various disciplines within a management team, this is because of the fact that in today business, a quality system includes everything from reviewing the customer contract to preventive maintenance of your machinery. The twenty clauses of the ISO standard must be represented and addressed. The combined experience of our management team covers all of the disciplines necessary to build and maintain a compliant system in all areas. Designed byElegant Themes| Powered byWordPress ",1688
623,3,"Die Cast Process Control Success in the die casting industry relies on the ability to successfully manage the die casting process. In order to fully manage this process you must be conscious of the interactions of numerous variables and gain a complete understanding of the thermal transfer cycles that take place within the relatively short cycle of a die casting machine. In this business, there is no substitute for experience, experience is the only teacher that will enable a person to fully understand what it takes to produce a quality die casting. AtAppalachian Cast Products,we are diecasters with decades of experience. While our skills cover many disciplines, we recognize and understand that the bottom line in this business depends primarily on our ability to provide our customers with top quality casting, on time, and at a price that is competitive in this industry. We also realize that competitive pricing is not a result of scrimping on equipment or technology, but is accomplished by utilizing the latest in technologies to increase efficiencies and simply out perform the competition. Toward this end we will utilize the latest in die casting equipment, set up in a efficient “cell” arrangement to assure that every activity is optimized and that the efficiency of our equipment and personnel is at the highest level in the industry. As with all process, success in die casting relies on the development of a process which is capable of producing a quality product, studying and truly understanding that process, and continuously monitoring that process to assure that the parameters established are maintained and consistent. Additionally, such a process must be managed in an atmosphere of continuous improvement and team work. A strong team must be built to assure that all personnel remain focused on the task of providing our customers with the highest level of products and services. The technological advances in the die casting industry over the last several years have allow diecasters to fully understand our process and continuously strive for improvements in quality and efficiency. The elements of the die cast cell have change over the years to include robotics for molten metal delivery, application of die release agents, and extraction of castings from the mold. In addition to these refinements we are also dedicated  to the use of process monitoring and control equipment to assure that our processes are consistently maintained. However, as automated as this business continues to become, the primary factor in the success of a die casting business remains the people who develop, control, and manage the process. Visa – Trac  Monitoring system will set alarms Designed byElegant Themes| Powered byWordPress ",2749
623,4,"Training In order for any company to succeed the entire organization must be empowered to do their part on a daily basis. In order for all employee to consistently perform to the level expected by our customers, we must provide each person with the tools they need to fully understand and excel in their position.Providing employees with these necessary tools means training. In order for a group of people, with different backgrounds and interests, to become a fully functioning team, the entire team must develop a common understanding of their functions and the products and services that they are providing to our customers. AtAppalachian Cast Products, we believe that in order to succeed our employees must be truly a part of the team. They are the most important asset that we have and without their input and cooperation we cannot fully achieve our goals. Our management team has extensive experience in the development and execution of training programs specific to our business. We have developed and trained programs in all aspects of the die casting business, from process specific classes and quality systems training to blue print reading and machine hydraulics. Employee Knowledge is the Key! Our quality philosophy at ACP is to provide the proper training to our employees, and the proper tools needed and held to a high level of accountability and ownership for every product related activity. Designed byElegant Themes| Powered byWordPress ",1458
623,5,ACP Industries Served  Designed byElegant Themes| Powered byWordPress ,70
623,6,"Outside Sales Manager:Greg Willis  –Ext. 225email:gwillis@appalachiancast.com Thank you for contacting Appalachian Cast Products. We will be in touch as soon as possible. Name Email Address Phone Address City State Zip Message 10 + 1= If you wish to contact us by e-mail, fax, phone or letter please contact us at: VP of Manufacturing:Todd Brandenburg  –email:tbrandenburg@appalachiancast.com Shipping:Marisa Gonzalez  –  Ext. 261email:mgonzalez@appalachiancast.com Designed byElegant Themes| Powered byWordPress ",513
623,7,"Outside Sales Manager:Greg Willis  –Ext. 225email:gwillis@appalachiancast.com Thank you for contacting Appalachian Cast Products. We will be in touch as soon as possible. Name Email Address Phone Address City State Zip Message 10 + 11= If you wish to contact us by e-mail, fax, phone or letter please contact us at: VP of Manufacturing:Todd Brandenburg  –email:tbrandenburg@appalachiancast.com Shipping:Marisa Gonzalez  –  Ext. 261email:mgonzalez@appalachiancast.com Designed byElegant Themes| Powered byWordPress ",514
639,0,"BUSHING SPECIALIST TO OEMs We can efficiently create hardened and ground bushings and bearings in a variety of configurations necessary for your applications. Now Offering Large Diameter 4 Axis Turning Capacity. Precision Machining Services Our 75+ years of experience in producing precision hardened metal bushings are supported by the equipment we utilize. This includes Multi-Axis CNC Turning Centers,  Milling, and Centerless & Internal Grinding. We ensure precise tolerance, with grinding precision to required size, micro-finish, and T.I.R. Portfolios For more than 75 years, our customers in the heavy-duty vehicle industry continually engage us to provide long-wearing, high-reliability products. Learn about our experience by navigating our portfolio examples. The SC Industries Difference Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",903
639,1,"Quality SC Industries, Inc. is currently ISO 9001:2015 registered. SC Industries’Quality Assurance Programutilizes the most advanced techniques and inspection equipment in the industry. We perform consistent quality control measures from the moment materials come into final inspection. Our sampling plans are based on ANSI/ASQ Z1.4 (2008) using normal sampling and an acceptance level of 1.0. We employ Statistical Process Control and our in-house Calibration System is compliant to Z540-1 and MIL STD 45662A. A Production Part Approval Process (PPAP) is available upon request. You can download a copy of ourcurrent ISO Registration here.  Our Inspection Equipment includes: Where necessary, we can generate reports, including final inspection, on our forms or yours. Inspection results are saved to computer files, and backed up daily. All records are maintained and stored for a minimum of 3 years.     Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1011
639,2,"Gallery Samples of our special machining we perform are shown here:                       Machinery & Equipment                 Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",232
639,3,"Oil-Grooving Manufactured and uniquely configured along the internal diameters of component parts. These patterned channels or slots encourage the flow of lubricant oil on bearing surfaces and work to decrease friction loss and dissipate heat. At SC Industries, we have specialized oil grooving equipment and precisely engineered tooling that enables us to create a wide variety of configurations. Our capabilities include figure-8, double-8, single ellipse, double ellipse, spiral, double start spirals, and more. The component parts pictured here demonstrate the range of our capabilities. These components were constructed from the toughest alloy steels, and we applied specifically engineered process controls to maintain distortion-free geometries during heat treatment. Rigorous quality assurance processes ensured each pattern, depth, and geometry met the demanding specifications of our customers throughout the heavy equipment and machine building industries. If you are interested in learning more about our specialized ability to accurately and repeatably create these dimensionally precise groove patterns and how it can improve the performance of your product,contact us today. Portfolios       Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1445
639,4,"Bronze Bushings & Bearings When performance criteria calls for the mechanical and physical properties of bronze, the team here at SC Industries has decades of experience machining premium quality bearings and bushings for heavy duty applications. We manufactured the bronze bearings and bushings highlighted here in variously sized production runs ranging from a single unit all the way up to 20,000. Our staff of expert manufacturing engineers and machinists, combined with our advanced machining systems, enabled us to choose the right cutting tools and setups to create the precise pattern and depth on the oil grooved bushings. We achieved the highest level of dimensional integrity as well as exceptional 8 and 16 micro finishes on all of these components. Carefully applied heat treatment processes combined with in-house metrology inspections ensured we met tolerance specifications of ±0.0005″. If you are interested in learning more about our bronze bearings and bushings,contact us today. We have the capacity to select specific bronze alloys based on the speed and load of any individual application. We look forward to hearing from you. Portfolios    Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1400
639,5,"Carburized Thin Wall Sleeve Bearing At SC Industries, we have earned a reputation among customers in a number of industries for our ability to machine precision thin-walled components with proportionally large diameters. This carburized thin wall bearing sleeve was machined for a customer in the off-road construction and mining equipment industry. As with any rotating component, bearings must be machined precisely to ensure proper operation of the machinery in which it is to be used. If tolerances are not met, the bearing can cause vibration, which not only leads to failure of the bearing itself, but premature wear of other mechanical components. The bearing shown here has an outer diameter of 9.4″, an inner diameter of 8.9″, and a length of 4″. Dimensional tolerances as tight as ± 0.0004″ and a surface finish of 32 µin were achieved by utilizing the capabilities of our CNC lathe in conjunction with precision grinding equipment. The bearings were machined in accordance with customer provided prints and heat treated using a tightly controlled process to carburize the part to the specified depth without causing distortion. For this project, we manufactured a total of 100 sleeve bearings with a turnaround time of 4 weeks. For additional details regarding this precision CNC machining project, see the table below, orcontact us directly. Portfolios    Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1605
639,6,"Hardened Thin Rings Hardened thin rings like those outlined in this project, demonstrate the precision products we produce daily. Throughout our years in business, we developed manufacturing strategies that allow us to produce precise thin gauge parts with unique dimensional tolerances. These hardened thin rings are made of bearing-grade alloy steel. Machining operations included CNC turning, internal grinding, and OD and centerless grinding to meet project specifications. Our heat treating process hardened the thin rings consistently without any compromise to the part’s dimensional integrity. These rings featured dimensions of 4 1/2″ x 4″ x 1/4″ and within ± 0.0005″ tolerances. Precise 8 and 16 micro finishes were also used. To learn more about this project,contact us today.  Portfolios Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1036
639,7,"Request Quote / Contact Us SC Industries, Inc.24460 Lakeland BoulevardP.O. Box 32307Euclid, Ohio 44132 Email:sales@scindustriesinc.comPhone:216-732-9000Fax:216-732-9020  Δ Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",276
639,8,"Equipment We currently have over 14 CNC lathes to complete your projects in a timely manner. This includes the new large capacity Hwacheon 850 YMC 4-Axis Turning Center. This machine features a 104″ Z-Axis travel length. Additional Features Include: In addition, we have specific inspection equipment to ensure you receive precise, high-quality components. Our Inspection Equipment Includes: Where necessary, we can generate reports, including final inspection, on our forms or yours. Inspection results are saved to computer files, and backed up daily. All records are maintained and stored for a minimum of 3 years. To learn more about our equipment,contact us today.                 Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",790
639,9,"Pins & Shafts Components that assist in reliable operation for the construction and mining industries. Precise hardened steel components are essential for keeping heavy-duty construction and mining vehicles operating.  At SC Industries we produce these hardened steel pins and shafts on a regular basis. Constructed from alloy steel, these pins featured dimensions of 18.0″ in length with a max 5.0″ straight and tapered outer diameter. Our detail-oriented, technically skilled workforce combined with ultra-precise machining equipment enabled us to turn and finish grind these products with ±0.0005″ tolerances and a 32 micro surface finish. We have the capability to induction-hardened pins to increase the surface strength and wear resistance while preserving the original toughness and ductility of the alloy composition. Each component is scrutinized by our quality management team, who applied our ISO 9001:2015 certified hardness testing and gauging procedures to validate component integrity. To learn more about our hardened steel pins and induction hardened pins,  or how we can apply our expertise to your next project,contact us todayfor a discussion or a quote. We look forward to hearing from you. Portfolios    Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1463
639,10,"Bearings & Bushings At SC Industries we have over 75 years of experience producing reliable and long-wearing bearings and bushings. We have been known as the “Bushing Specialists,” which is why customers in the heavy-duty vehicle industry continually engage us to provide long-wearing, high-reliability products. In the following project, we fabricated this hardened steel bearing bushing for use in mining equipment. Constructed from 521000 bearing steel for its hardness and wear properties, it featured dimensions of 7-1/4″ in length x 6-1/2″ in width x 7-7/8″ in height. Close tolerance precision machining resulted in a high level of dimensional integrity, and a secondary centerless grinding process enabled us to achieve accuracies of ±0.0004″ as well as a 16 RMS surface finish. Our unsurpassed understanding of metal properties and characteristics enabled us to heat treat the component to a uniform hardness with no distortion to the workpiece. In addition to hardness testing, we applied quality assurance using precision calibrated digital gages to accurately measure the I.D and height. In the field, the low friction surface combined with outstanding hardness properties provided a high-reliability and low maintenance solution for this rugged and demanding environment. Today, we continue to produce this product in various quantities. If you are interested in learning more about this project, you cancontact us today. Portfolios                 Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1699
639,11,"Thrust Bearings At SC Industries, we are capable of producing cylindrical components using advanced CNC machining equipment and precision grinding methods. The thin walled thrust bearing seen here is machined from seamless alloy steel tubing and is manufactured for a customer in the off-road construction industry. The initial blank was cut in 0.25″ and turned on our CNC lathe. After turning the bushings received centerless grinding, internal grinding, and face grinding to refine tolerances to ± 0.0005″ and provide a surface finish of 8 RMS on the bushing surface. After heat treating, finishing grinding was used to correct any distortion caused by the process. Dial bores were used to precisely measure the inner diameter of the bearing to verify conformance to all customer specifications. Extensive quality control procedures were put in place throughout the manufacturing process to ensure all bearings met these stringent quality standards. We are ISO 9001:2015 certified and have a wealth of experience in providing precision machining of thin walled parts. These bearings are produced in various quantities, depending on customer demand, with an average lead time for 4 weeks. For additional information about this precision turning and grinding project, see the table below, orcontact us directly. Portfolios   Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1562
639,12,"Inner Races At SC Industries, Inc. we continually invest in cutting-edge manufacturing technologies that give us the capacity to produce tight tolerances and exceptional surface finishes. We manufactured the inner race pictured here for use in a heavy truck. Primary operations involved CNC turning and OD grinding, but it was our precision flat double disk grinder in the hands of our skilled manufacturing technicians that produced the 16 micro surface finish and the tight ±0.0002″ dimensional tolerances. To boost part strength, we applied a carefully calculated heat treatment, which would harden the part while preserving its dimensional integrity. We also executed a range of quality assurance procedures, including hardness testing and dimensional inspection using precision calibrated surface plates and dial indicators. When completed, this inner race measured 4″ x 3″ x 0.062″. As a crucial mechanical component of a heavy duty vehicle, its quality construction ensured smooth motion of the bearing system over an extended lifecycle. If you are interested in learning more about this project or any of our manufacturing capabilities,contact us today. Portfolios   Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1412
639,13,"Collars We use a variety of machining processes to produce precise components. At SC Industries we can form collars with unique specifications, depending on your application needs. In this project, the collar we produced measured 8.250″ in outer diameter, 7.100″ in inner diameter, 3.00″ in length, dimensional tolerances as tight as ± 0.0005″ and a surface finish of 16 RMS. The material worked with during the project was a customer specified alloy steel. To produce this collar we utilized hard turning machining methods with a quality lathe and specialized inserts. Hard turning has the capability to displace manual grinding methods, leading to faster turnaround times and optimal efficiency. In order to verify the dimensions of the inner diameters in accordance with the customer provided prints, we used dial bores. As an ISO 9001:2015 certified machining company, we employ extensive quality control measures to ensure all parts conform to customer specifications. For more details on this CNC hard turning project,contact us today. Portfolios    Specifications We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1293
639,14,"About Us Since 1946 customer satisfaction has always been our goal and will continue to be a primary focus of SC Industries operations. In addition to our professional and courteous staff, we utilize the most efficient means of processing and fulfilling customer orders. Our computer-aided estimating process allows us to respond to RFQs or inquiries immediately. An Electronic Data Interchange (EDI) gives us and our customers the best communications possible today. We utilize the E2 Shop Management Manufacturing System that allows us to enter, track, and manage your order efficiently and to maintain on-time delivery for you, the customer. Computer generated bar code labels permits proper part, carton, and dock destination identification for each shipment. Learn more about SC Industries – check out our feature:Local manufacturer’s bushings and precision-machined components used in mines all over the world   Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",1022
639,15,"Sitemap Portfolios We have manufactured precision hardened metal bushings for over 75 years— serving many industrial markets, including: Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",241
639,16,l=ӏmF'+]|FD8F#l_phz~onxk$1w4u,34
639,17,"Terms of Service Last updated: October 28, 2016 Please read these Terms of Service (“Terms”, “Terms of Service”) carefully before using thehttp://www.scindustriesinc.com/website (the “Service”) operated by Company Name (“us”, “we”, or “our”). By accessing or using the Service you agree to be bound by these Terms. If you disagree with any part of the terms then you may not access the Service. Links To Other Websites Our Service may contain links to third-party web sites or services that are not owned or controlled bySC Industries. SC Industrieshas no control over, and assumes no responsibility for, the content, privacy policies, or practices of any third party web sites or services. You further acknowledge and agree thatSC Industriesshall not be responsible or liable, directly or indirectly, for any damage or loss caused or alleged to be caused by or in connection with use of or reliance on any such content, goods or services available on or through any such web sites or services. We strongly advise you to read the terms and conditions and privacy policies of any third-party web sites or services that you visit. Governing Law These Terms shall be governed and construed in accordance with the laws of Ohio,United States, without regard to its conflict of law provisions. Our failure to enforce any right or provision of these Terms will not be considered a waiver of those rights. If any provision of these Terms is held to be invalid or unenforceable by a court, the remaining provisions of these Terms will remain in effect. These Terms constitute the entire agreement between us regarding our Service, and supersede and replace any prior agreements we might have between us regarding the Service. Changes We reserve the right, at our sole discretion, to modify or replace these Terms at any time. If a revision is material, we will try to provide at least 30 days’ notice prior to any new terms taking effect. What constitutes a material change will be determined at our sole discretion. By continuing to access or use our Service after those revisions become effective, you agree to be bound by the revised terms. If you do not agree to the new terms, please stop using the Service. Contact Us If you have any questions about these Terms, pleasecontact us. Address Links © 2023 SC Industries, Inc. All Rights Reserved | Site created byThomas Marketing Services ",2382
642,0,"Family owned and operated in the original location.  Request a Quote American-madequality since 1946. We are ISO 9015 compliant. Milan, MI’s Source for Custom Metal and Aluminum Sand Casting Consider Milan Cast Metal your go-to for aluminum sand casting in Milan, MI. With 70+ years of technical experience, you can be sure that our team is prepared to meet your needs. Our highly trained technicians specialize in aluminum casting for automotive moldings and military fabrications. We strive to supply the highest-quality molds on time at competitive prices. As part of our dedication, we focus on delivering quality molds for clients in various industries. Milan Cast Metal has the training and tools to meet your custom metal casting needs. From initial planning and prototyping stages to final production, we never lose sight of your goals. As a full-scale pattern shop, we can create patterns for projects of almost any magnitude. In addition tocustom metal casting, we also specialize in CNC pattern making and design and 3D scanning of complete models for accurate data.Contactus with any questions. Castings About Us Quality Policy Call(734) 439-2496to request a quote. Learn More About Our Company Since 1946, Milan Cast Metal has been known for producing a high level of quality from the same location. Our family-owned-and-operated steel fabrication business aims to satisfy customers by upholding our long track record of attention to detail. When you choose us for custom metal casting, you receive quality products made in America. As an ISO 9002 compliant company, you can be confident that we’ll produce exactly what you need. We work closely with large-scale automotive manufacturers to produce automotive seat molds and military-grade castings to rigid industry standards. That includes casting and fabrication for recreational vehicles, agricultural manufacturers, and automotive manufacturer suppliers, along with other members of heavy-duty fields. Whatever your needs, our molds will serve your assembly and production goals well. Contact Thank you for your interest. We look forward to hearing from you soon. Phone(734) 439-2496 Address13905 North Sanford RdMilan, MI 48160 Milan Cast Metal Corporation ",2226
642,1,"Family owned and operated in the original location.  Request a Quote About Our Aluminum Casting Company in Milan, MI  Since our founding in 1946, Milan Cast Metal has built a reputation for providing quality service that has led to a consistently satisfied customer base. As a family-owned aluminum casting company in Milan, MI, we offer our services to a wide range of industries across the nation. Our capabilities include designing, building, tooling, and machining, and we are also consultants within the metal fabrication sector. Our dedicated team of 25 employees specializes in manufacturingaluminum castingsand we are always up to date with the latest technology and equipment to produce the best products possible. All of our work is completed at our spacious, 40,000 square-foot facility, which is located a half-hour from Detroit. Thanks to this proximity and our quality of work, we have become the preeminent source forautomotive casting solutionsin the region. Committed to Quality Results Thanks to our diverse capabilities, our company is committed to always delivering the highest quality craftsmanship no matter what project we were handling. We always work to all military casting standards and are an ISO 9002 compliant company. This allows us to provide services to many industries, including: Contact us to learn more about our products and services. We are automotive manufacturer suppliers who are based in Milan, MI. Milan Cast Metal Corporation ",1471
642,2,"Family owned and operated in the original location.  Request a Quote Bead Blasting in Milan, MI When you need finishing services for your cast metal products, Milan Cast metal has the right solutions. We offer both sand and bead blasting in Milan, MI, to apply a uniform finish on the surface of your metal or glass products. While both techniques are similar, there are distinct differences. Bead blasting uses spherical glass beads to gently strip the surface, leaving a fresh, shiny, and polished appearance. Sandblastinguses abrasive sand to quickly strip away corrosion and other imperfections on the exterior of your metal surfaces. This process is quicker than using beads, but it is harsher on the metal surface. Much like with sandpaper, it was blasting with sand can change the shape of your product while smoothing its surface. No matter which technique you choose for finishing your cast products, our team will ensure that your finished metal items look amazing and meet your expectations. Contact us to learn more about the finishing techniques we offer or to discuss your metal casting project with our team. Count on Custom Metal Casting No matter what the industry, nothing beats custom design and development. While custom work is often attributed to the finer things in life, industrial sand casting is vital to everyday function. Custommetal casting moldsallow our clients to bring their ideas and dreams to life, from classic car parts that are no longer manufactured to prototype development. When there is no room for error, our team delivers exacting parameters that ensure your mold produces a perfect fit. It is not enough to get close to your requirements; we understand the importance of specific design features. We are prepared to back our results with a commitment to quality unsurpassed in the metal casting industry. You expect personalized service supported by exceptional attention to detail when you turn to a family-owned and operated company. No matter what the reason you need custom metal casting molds, our team of designers, machinists, and fabricators is prepared to deliver your project with professionalism and outstanding customer service. Our work with automotive specialists, antique restorers, and the military proves our versatility and ability to pivot easily from industry to industry.Reach out to uswith your design, and we will get to work turning your design into a reality.   High-Quality Results Our company prides itself on consistently deliveringtop-quality resultsto our clients. We will ensure that your finished metal casting is within expected tolerances and is ready for use in your specified applications.  Milan Cast Metal Corporation ",2701
652,0,"Home Gun Drilling  4 & 5 Axis Turning  Grinding  Sinker/Wire EDM  4 & 5 Axis Milling  Centerless Grinding  Welding & Fabrication  Stegman Tool Company 1985 Ring Drive Troy, MI 48084 Products Navigation  © 2017 Stegman Tool Company|All Rights Reserved|Website by Miller Media ",275
652,1,"Contact Us Contact Us  Stegman Tool Company 1985 Ring Drive Troy, MI 48084 Products Navigation  © 2017 Stegman Tool Company|All Rights Reserved|Website by Miller Media ",168
